Date,Department,Partition,Jobs_Submitted,Jobs_Completed,Jobs_Failed,GPU_Hours,CPU_Hours,Memory_GB_Hours,Storage_Read_GB,Storage_Write_GB,Avg_Wait_Min,Max_Wait_Min,Avg_GPU_Util_PCT,Energy_kWh
2025-08-20,Earth Sciences,cpu,31,28,2,460,864,72605,4069,1162,44,440,80.2,2530.0
2025-08-22,Earth Sciences,gpu,9,8,0,363,188,161686,2233,716,22,454,75.5,1996.5
2025-08-24,Earth Sciences,gpu,9,8,0,79,601,40535,3445,522,104,87,33.0,434.5
2025-08-25,Earth Sciences,priority,2,1,0,43,893,20332,2626,1042,65,165,89.0,236.5
2025-08-27,Earth Sciences,priority,31,27,0,118,174,36151,2553,1644,72,308,74.4,649.0
2025-08-28,Earth Sciences,interactive,19,18,1,207,606,68750,4413,206,102,316,85.6,1138.5
2025-09-01,Earth Sciences,interactive,10,9,0,136,550,56453,841,337,36,453,62.1,748.0
2025-09-03,Earth Sciences,debug,47,42,3,126,136,62581,2299,1972,58,389,72.3,693.0
2025-09-05,Earth Sciences,debug,40,37,0,477,695,269779,1356,1062,98,429,79.6,2623.5
2025-09-07,Earth Sciences,cpu,38,36,2,101,150,25883,4136,2422,28,327,50.6,555.5
2025-09-09,Earth Sciences,cpu,49,44,3,416,708,49872,4852,2010,102,219,94.1,2288.0
2025-09-11,Earth Sciences,gpu,37,31,2,317,413,105398,1086,353,62,327,88.4,1743.5
2025-09-13,Earth Sciences,gpu,36,31,2,4,702,1449,2466,684,11,329,37.0,22.0
2025-09-14,Earth Sciences,priority,31,28,1,32,141,12729,4385,9,11,69,47.4,176.0
2025-09-16,Earth Sciences,interactive,5,4,0,28,113,4792,1305,2271,71,159,59.9,154.0
2025-09-18,Earth Sciences,interactive,1,0,0,80,413,32091,1323,728,84,268,54.7,440.0
2025-09-20,Earth Sciences,debug,21,19,1,283,957,96111,4240,1108,11,158,67.4,1556.5
2025-09-22,Earth Sciences,debug,42,39,1,160,452,79238,926,351,91,220,38.6,880.0
2025-09-24,Earth Sciences,cpu,39,34,2,178,691,102683,562,1455,41,478,87.3,979.0
2025-09-26,Earth Sciences,cpu,12,11,0,21,432,7758,3979,1418,59,129,67.6,115.5
2025-09-28,Earth Sciences,gpu,7,6,0,167,952,39762,1245,1722,91,13,55.6,918.5
2025-09-28,Earth Sciences,gpu,19,16,0,338,87,41668,3497,796,25,256,45.4,1859.0
2025-10-01,Earth Sciences,priority,45,41,2,184,787,20295,4457,1470,37,123,54.5,1012.0
2025-10-03,Earth Sciences,priority,37,33,1,103,975,47479,4727,2401,90,347,72.3,566.5
2025-10-05,Earth Sciences,interactive,13,12,0,383,27,227543,2174,866,106,170,50.1,2106.5
2025-10-07,Earth Sciences,interactive,19,18,1,487,157,145401,1224,28,101,154,60.5,2678.5
2025-10-09,Earth Sciences,debug,9,8,0,125,720,74475,3518,837,88,246,87.1,687.5
2025-10-11,Earth Sciences,debug,47,41,2,191,625,19473,2850,1028,104,59,86.1,1050.5
2025-10-13,Earth Sciences,cpu,33,30,1,121,698,16953,604,2013,100,453,30.3,665.5
2025-10-15,Earth Sciences,cpu,33,30,2,282,813,91113,3692,2374,34,146,35.6,1551.0
2025-10-17,Earth Sciences,gpu,21,20,0,269,34,139639,701,530,72,259,52.1,1479.5
2025-10-19,Earth Sciences,gpu,10,9,0,229,513,52754,3935,2181,12,437,90.7,1259.5
2025-10-20,Earth Sciences,priority,34,32,1,130,945,64811,2548,828,41,79,56.1,715.0
2025-10-22,Earth Sciences,interactive,3,2,0,257,95,82599,1328,1946,69,143,83.8,1413.5
2025-10-24,Earth Sciences,interactive,4,3,0,81,132,10835,1105,834,63,315,60.5,445.5
2025-10-26,Earth Sciences,debug,16,15,0,473,640,101324,2316,1089,79,82,57.9,2601.5
2025-10-28,Earth Sciences,debug,18,15,0,147,722,80890,999,1372,46,376,33.8,808.5
2025-10-28,Earth Sciences,cpu,34,32,1,436,263,92375,171,685,71,172,73.7,2398.0
2025-11-02,Earth Sciences,cpu,34,32,2,203,166,86811,4980,2032,115,279,77.7,1116.5
2025-11-04,Earth Sciences,gpu,7,6,0,477,225,232551,4129,135,76,201,75.7,2623.5
2025-11-06,Earth Sciences,gpu,35,30,1,413,998,127662,1067,1238,56,338,43.6,2271.5
2025-11-07,Earth Sciences,priority,5,4,0,166,952,83681,3322,1014,109,258,38.9,913.0
2025-11-09,Earth Sciences,priority,7,6,0,491,31,278278,4142,185,30,76,50.6,2700.5
2025-11-11,Earth Sciences,interactive,25,23,0,66,892,21667,3262,1427,112,34,40.8,363.0
2025-11-13,Earth Sciences,interactive,47,43,2,364,392,175663,2871,269,92,110,84.1,2002.0
2025-11-15,Earth Sciences,debug,46,40,1,494,122,268883,2541,792,45,174,47.1,2717.0
2025-11-17,Earth Sciences,debug,12,11,0,243,23,138975,2314,260,26,24,53.9,1336.5
2025-11-19,Earth Sciences,cpu,3,2,0,40,493,9080,3205,2337,97,329,53.0,220.0
2025-11-21,Earth Sciences,cpu,41,39,3,293,914,159445,3283,2050,119,191,41.2,1611.5
2025-11-23,Earth Sciences,gpu,11,10,0,424,545,231553,4320,2446,27,290,71.4,2332.0
2025-11-25,Earth Sciences,gpu,21,18,0,265,69,92386,1723,1940,17,346,54.5,1457.5
2025-11-26,Earth Sciences,priority,29,25,0,403,193,103505,207,659,26,194,86.4,2216.5
2025-11-28,Earth Sciences,interactive,19,17,1,69,41,33285,4744,286,65,418,67.0,379.5
2025-11-28,Earth Sciences,interactive,36,33,1,145,45,51176,2080,657,9,326,81.3,797.5
2025-12-02,Earth Sciences,debug,38,34,1,381,983,93010,1279,2094,1,415,70.6,2095.5
2025-12-04,Earth Sciences,debug,3,2,0,86,824,46713,4853,2295,107,307,65.7,473.0
2025-12-06,Earth Sciences,cpu,31,28,1,245,344,26189,2665,1615,104,219,57.7,1347.5
2025-12-08,Earth Sciences,cpu,37,34,2,437,897,169788,2777,2270,42,304,82.5,2403.5
2025-12-10,Earth Sciences,gpu,48,45,0,312,330,43626,3607,1342,101,125,92.2,1716.0
2025-12-12,Earth Sciences,gpu,15,14,0,323,593,190345,420,444,12,292,92.6,1776.5
2025-12-13,Earth Sciences,priority,6,5,0,156,351,76984,3188,2028,83,78,35.1,858.0
2025-12-15,Earth Sciences,priority,44,38,1,288,46,51732,3279,594,35,429,79.2,1584.0
2025-12-17,Earth Sciences,interactive,36,34,0,285,238,133133,2862,910,92,252,59.2,1567.5
2025-12-19,Earth Sciences,interactive,39,33,2,301,832,53526,2012,888,59,333,31.8,1655.5
2025-12-21,Earth Sciences,debug,8,7,0,74,342,41929,4316,1485,32,138,66.0,407.0
2025-12-23,Earth Sciences,debug,15,14,1,411,567,41406,4116,1232,85,242,58.4,2260.5
2025-12-25,Earth Sciences,cpu,26,22,1,206,637,59129,2934,2415,1,266,67.8,1133.0
2025-12-27,Earth Sciences,cpu,2,1,0,370,118,115551,14,792,23,144,85.7,2035.0
2025-12-28,Earth Sciences,gpu,30,27,1,317,384,34087,2825,2284,12,413,71.7,1743.5
2025-01-01,Mathematics,gpu,11,9,0,140,169,16850,3773,2302,5,320,38.3,770.0
2025-01-02,Mathematics,priority,29,27,2,356,891,161647,97,1337,95,138,64.9,1958.0
2025-01-04,Mathematics,interactive,44,41,1,207,981,47571,1278,1957,84,283,35.7,1138.5
2025-01-06,Mathematics,interactive,20,18,1,165,626,42834,254,2361,82,381,70.9,907.5
2025-01-08,Mathematics,debug,36,33,0,447,44,237393,2347,1793,81,198,94.1,2458.5
2025-01-10,Mathematics,debug,34,32,2,193,675,94889,4729,1703,6,231,76.3,1061.5
2025-01-12,Mathematics,cpu,26,23,0,375,925,77174,2651,1143,58,161,94.5,2062.5
2025-01-14,Mathematics,cpu,10,9,0,115,456,50460,2475,1256,40,28,82.4,632.5
2025-01-16,Mathematics,gpu,2,1,0,208,505,85133,4171,1148,42,73,51.5,1144.0
2025-01-18,Mathematics,gpu,22,19,1,353,706,116983,1089,1502,100,449,78.2,1941.5
2025-01-19,Mathematics,priority,42,36,2,494,789,280931,4060,893,15,421,70.1,2717.0
2025-01-21,Mathematics,priority,20,18,1,15,412,2149,2267,1219,69,413,53.6,82.5
2025-01-23,Mathematics,interactive,22,20,0,143,546,44778,4994,1139,65,117,36.0,786.5
2025-01-25,Mathematics,interactive,11,9,0,423,235,234884,302,2103,71,391,80.4,2326.5
2025-01-27,Mathematics,debug,7,6,0,32,920,15534,890,2064,80,285,34.5,176.0
2025-01-28,Mathematics,debug,18,15,0,493,453,234233,401,1909,117,76,33.0,2711.5
2025-02-01,Mathematics,cpu,34,31,0,308,455,150302,1289,442,72,304,41.0,1694.0
2025-02-03,Mathematics,cpu,14,13,0,21,796,9560,800,2409,113,436,32.0,115.5
2025-02-05,Mathematics,gpu,26,22,0,431,768,77576,2996,478,3,23,50.0,2370.5
2025-02-07,Mathematics,gpu,23,20,1,36,891,7239,91,626,64,124,62.1,198.0
2025-02-08,Mathematics,priority,7,6,0,80,987,21100,1167,1292,78,227,94.5,440.0
2025-02-10,Mathematics,interactive,28,24,2,232,232,36303,2111,2102,23,66,37.3,1276.0
2025-02-12,Mathematics,interactive,16,15,0,456,955,110071,4185,930,38,315,93.5,2508.0
2025-02-14,Mathematics,debug,33,31,2,363,989,126098,2794,1717,26,366,63.5,1996.5
2025-02-16,Mathematics,debug,18,15,1,108,624,61448,2092,633,118,374,35.5,594.0
2025-02-18,Mathematics,cpu,31,30,1,482,691,198777,3551,1090,56,67,63.0,2651.0
2025-02-20,Mathematics,cpu,48,45,3,53,786,23778,4848,501,14,324,38.5,291.5
2025-02-22,Mathematics,gpu,6,5,0,410,43,231955,4742,2068,26,153,92.7,2255.0
2025-02-24,Mathematics,gpu,28,24,1,152,122,57386,4916,404,50,315,83.0,836.0
2025-02-25,Mathematics,priority,12,11,0,179,402,56325,3756,319,33,394,87.9,984.5
2025-02-27,Mathematics,priority,41,38,2,53,801,12010,2171,811,57,183,37.7,291.5
2025-02-28,Mathematics,interactive,4,3,0,43,422,22865,2230,855,79,132,70.6,236.5
2025-03-01,Mathematics,interactive,39,36,0,9,917,3910,1000,544,81,304,84.9,49.5
2025-03-03,Mathematics,debug,26,22,1,482,745,156051,3706,1871,73,165,53.8,2651.0
2025-03-05,Mathematics,debug,13,11,0,11,749,1974,1032,165,59,218,85.1,60.5
2025-03-07,Mathematics,cpu,27,25,1,299,71,39432,3253,132,67,186,59.7,1644.5
2025-03-09,Mathematics,cpu,37,31,1,362,927,173553,3691,1636,76,12,84.2,1991.0
2025-03-11,Mathematics,gpu,28,27,1,436,722,200509,1626,2285,44,479,88.0,2398.0
2025-03-13,Mathematics,gpu,39,33,0,385,871,135514,4162,970,10,265,33.5,2117.5
2025-03-14,Mathematics,priority,21,18,0,459,555,224646,4701,1397,105,408,65.8,2524.5
2025-03-16,Mathematics,interactive,27,24,1,254,813,48800,1907,1695,15,223,63.5,1397.0
2025-03-18,Mathematics,interactive,13,12,0,238,281,61899,1639,300,58,207,78.2,1309.0
2025-03-20,Mathematics,debug,15,13,0,294,222,124711,709,1085,115,212,56.7,1617.0
2025-03-22,Mathematics,debug,21,19,0,327,545,124904,402,1376,87,37,33.8,1798.5
2025-03-24,Mathematics,cpu,25,21,1,255,661,84836,284,614,40,232,65.7,1402.5
2025-03-26,Mathematics,cpu,19,16,0,253,138,147817,3041,954,111,418,50.1,1391.5
2025-03-28,Mathematics,gpu,38,33,1,397,680,114819,118,531,71,128,46.4,2183.5
2025-03-28,Mathematics,gpu,38,36,1,428,342,138101,2321,654,83,146,61.9,2354.0
2025-04-01,Mathematics,priority,21,19,0,273,118,43832,1597,602,39,22,93.6,1501.5
2025-04-03,Mathematics,priority,6,5,0,152,154,32317,3317,345,1,366,89.1,836.0
2025-04-05,Mathematics,interactive,31,29,2,364,707,194720,1623,118,84,269,52.7,2002.0
2025-04-07,Mathematics,interactive,11,10,0,87,717,45187,1957,942,54,278,35.1,478.5
2025-04-09,Mathematics,debug,30,25,0,63,41,27333,3650,1990,41,70,41.8,346.5
2025-04-11,Mathematics,debug,39,33,2,420,819,248343,2963,224,64,355,77.0,2310.0
2025-04-13,Mathematics,cpu,25,23,1,120,317,15546,4141,2492,56,185,51.2,660.0
2025-04-15,Mathematics,cpu,8,7,0,439,319,245921,2464,1632,35,144,87.9,2414.5
2025-04-17,Mathematics,gpu,43,41,1,433,518,192940,4594,522,88,176,46.2,2381.5
2025-04-19,Mathematics,gpu,11,9,0,161,469,57184,3415,399,29,381,72.9,885.5
2025-04-20,Mathematics,priority,16,14,0,145,479,49624,4594,1450,20,312,79.9,797.5
2025-04-22,Mathematics,interactive,41,39,2,67,815,20123,304,450,96,129,49.3,368.5
2025-04-24,Mathematics,interactive,33,30,2,198,512,57477,3323,2170,7,311,51.6,1089.0
2025-04-26,Mathematics,debug,41,40,2,127,28,36692,226,836,50,278,59.5,698.5
2025-04-28,Mathematics,debug,14,12,0,352,656,121468,450,1427,53,20,55.1,1936.0
2025-04-28,Mathematics,cpu,5,4,0,182,388,37382,3091,222,92,273,73.0,1001.0
2025-05-02,Mathematics,cpu,24,22,0,448,222,187154,501,2362,104,56,55.8,2464.0
2025-05-04,Mathematics,gpu,21,18,0,483,494,81842,2598,389,63,236,83.9,2656.5
2025-05-06,Mathematics,gpu,33,32,1,35,648,4441,4131,1305,116,407,34.3,192.5
2025-05-07,Mathematics,priority,3,2,0,171,885,54345,4301,1902,70,62,65.0,940.5
2025-05-09,Mathematics,priority,40,38,1,418,739,68395,3385,316,90,472,59.1,2299.0
2025-05-11,Mathematics,interactive,21,19,1,283,828,152985,4251,2046,71,334,59.0,1556.5
2025-05-13,Mathematics,interactive,48,46,3,431,478,53053,1336,695,51,114,80.9,2370.5
2025-05-15,Mathematics,debug,3,2,0,344,334,119708,3914,1569,3,91,39.0,1892.0
2025-05-17,Mathematics,debug,48,43,1,242,573,110658,3756,2470,46,318,60.1,1331.0
2025-05-19,Mathematics,cpu,8,7,0,391,903,195190,2648,1952,66,197,70.3,2150.5
2025-05-21,Mathematics,cpu,23,20,1,376,243,182043,4651,768,64,477,91.7,2068.0
2025-05-23,Mathematics,gpu,16,14,0,75,927,7624,616,51,81,306,81.5,412.5
2025-05-25,Mathematics,gpu,42,40,2,248,343,117074,220,548,4,265,81.7,1364.0
2025-05-26,Mathematics,priority,10,9,0,212,482,50983,1726,2128,55,86,68.8,1166.0
2025-05-28,Mathematics,interactive,26,23,1,444,977,186325,626,2371,66,463,86.4,2442.0
2025-05-28,Mathematics,interactive,38,35,0,196,984,109489,2011,1902,58,42,77.6,1078.0
2025-06-02,Mathematics,debug,47,42,2,478,167,80625,1029,1617,80,329,42.2,2629.0
2025-06-04,Mathematics,debug,48,41,0,73,194,21542,2916,1987,66,412,56.6,401.5
2025-06-06,Mathematics,cpu,44,41,2,255,96,143511,586,1381,55,175,71.1,1402.5
2025-06-08,Mathematics,cpu,41,38,3,160,541,52990,4222,1905,31,122,77.8,880.0
2025-06-10,Mathematics,gpu,18,15,0,330,822,132437,3208,2300,34,98,53.6,1815.0
2025-06-12,Mathematics,gpu,40,36,0,329,242,169845,2448,1490,16,22,58.1,1809.5
2025-06-13,Mathematics,priority,37,31,2,382,256,195724,1096,1735,30,336,34.8,2101.0
2025-06-15,Mathematics,priority,39,37,2,150,831,28391,569,1747,13,391,74.4,825.0
2025-06-17,Mathematics,interactive,31,27,0,435,783,182629,3400,2148,70,441,53.5,2392.5
2025-06-19,Mathematics,interactive,45,43,2,11,621,3635,1695,1618,1,36,74.5,60.5
2025-06-21,Mathematics,debug,6,5,0,468,714,118844,1384,147,70,437,50.0,2574.0
2025-06-23,Mathematics,debug,20,18,0,379,248,40938,4576,1468,74,36,89.9,2084.5
2025-06-25,Mathematics,cpu,11,9,0,335,670,41970,412,2242,2,63,38.5,1842.5
2025-06-27,Mathematics,cpu,16,14,0,358,978,77764,2536,1655,30,216,83.6,1969.0
2025-06-28,Mathematics,gpu,36,33,1,485,387,86094,2967,859,93,271,39.3,2667.5
2025-07-01,Mathematics,gpu,33,30,1,261,396,66671,2149,762,10,278,73.8,1435.5
2025-07-02,Mathematics,priority,8,7,0,222,365,95886,3089,1876,75,258,38.8,1221.0
2025-07-04,Mathematics,interactive,4,3,0,145,733,72378,4192,1687,58,334,67.5,797.5
2025-07-06,Mathematics,interactive,19,16,0,467,205,91010,3842,1110,45,436,56.8,2568.5
2025-07-08,Mathematics,debug,5,4,0,53,291,5466,1395,2459,27,202,77.0,291.5
2025-07-10,Mathematics,debug,10,9,0,298,819,153040,3778,733,13,27,90.8,1639.0
2025-07-12,Mathematics,cpu,15,13,1,409,155,132643,4077,1864,61,341,74.4,2249.5
2025-07-14,Mathematics,cpu,9,8,0,34,369,13042,2730,1919,7,14,58.9,187.0
2025-07-16,Mathematics,gpu,40,34,3,327,889,56870,2892,649,21,429,49.3,1798.5
2025-07-18,Mathematics,gpu,27,24,2,275,562,164792,2374,598,57,124,36.9,1512.5
2025-07-19,Mathematics,priority,25,22,1,136,361,54846,1250,654,3,163,94.1,748.0
2025-07-21,Mathematics,priority,11,10,0,14,434,2468,250,12,8,261,50.4,77.0
2025-07-23,Mathematics,interactive,5,4,0,23,747,10184,3630,2063,77,158,50.6,126.5
2025-07-25,Mathematics,interactive,14,13,0,280,677,50058,3743,1416,36,381,43.5,1540.0
2025-07-27,Mathematics,debug,47,41,1,174,304,98403,2548,1383,5,86,45.8,957.0
2025-07-28,Mathematics,debug,17,15,0,51,338,11374,1417,1501,77,184,86.8,280.5
2025-08-01,Mathematics,cpu,10,9,0,276,526,158294,3067,1446,49,111,64.7,1518.0
2025-08-03,Mathematics,cpu,6,5,0,16,532,8332,1406,281,39,468,88.8,88.0
2025-08-05,Mathematics,gpu,11,10,0,495,24,295158,2730,1399,10,139,58.8,2722.5
2025-08-07,Mathematics,gpu,15,13,0,416,311,72201,3632,370,53,428,33.8,2288.0
2025-08-08,Mathematics,priority,26,23,1,228,81,113099,1107,2452,51,349,71.2,1254.0
2025-08-10,Mathematics,interactive,37,34,1,340,65,185602,1668,2228,110,23,38.4,1870.0
2025-08-12,Mathematics,interactive,32,27,2,232,446,95498,1310,795,100,201,61.2,1276.0
2025-08-14,Mathematics,debug,32,30,1,482,743,57859,3333,1088,94,75,32.9,2651.0
2025-08-16,Mathematics,debug,45,39,1,168,812,94471,1055,1832,66,113,93.6,924.0
2025-08-18,Mathematics,cpu,7,6,0,273,955,117143,843,645,78,128,37.6,1501.5
2025-08-20,Mathematics,cpu,22,19,0,13,577,5410,3044,66,21,381,30.9,71.5
2025-08-22,Mathematics,gpu,34,31,0,65,243,9263,3830,1253,9,464,39.6,357.5
2025-08-24,Mathematics,gpu,40,37,1,14,944,4612,3304,1664,51,401,89.9,77.0
2025-08-25,Mathematics,priority,29,26,1,211,30,113726,4659,1880,119,150,83.4,1160.5
2025-08-27,Mathematics,priority,3,2,0,321,263,134374,2290,608,95,453,90.7,1765.5
2025-08-28,Mathematics,interactive,32,29,2,397,269,189787,4259,710,14,479,62.8,2183.5
2025-09-01,Mathematics,interactive,48,40,2,195,108,46218,2245,1329,104,315,32.3,1072.5
2025-09-03,Mathematics,debug,41,37,2,76,59,44133,2171,1841,17,217,92.4,418.0
2025-09-05,Mathematics,debug,19,17,0,429,99,73269,1190,1020,88,398,94.1,2359.5
2025-09-07,Mathematics,cpu,40,37,2,137,526,23496,2589,2218,114,28,87.9,753.5
2025-09-09,Mathematics,cpu,19,16,1,464,888,135949,4132,1899,12,385,48.6,2552.0
2025-09-11,Mathematics,gpu,7,6,0,393,534,167151,1161,1364,53,330,44.0,2161.5
2025-09-13,Mathematics,gpu,17,14,1,469,399,208728,360,1526,73,167,91.0,2579.5
2025-09-14,Mathematics,priority,45,40,3,487,128,82432,1441,1933,1,295,51.1,2678.5
2025-09-16,Mathematics,interactive,19,18,1,214,431,65308,1931,189,91,369,31.2,1177.0
2025-09-18,Mathematics,interactive,42,37,1,482,979,219137,997,1766,117,399,33.2,2651.0
2025-09-20,Mathematics,debug,15,13,0,338,330,138558,516,1293,21,81,58.3,1859.0
2025-09-22,Mathematics,debug,1,0,0,275,247,98853,894,1118,40,332,38.6,1512.5
2025-09-24,Mathematics,cpu,26,25,0,481,370,50731,2872,381,47,185,31.2,2645.5
2025-09-26,Mathematics,cpu,4,3,0,425,551,182106,2729,1978,12,178,58.1,2337.5
2025-09-28,Mathematics,gpu,15,14,1,405,662,168077,1648,655,57,84,94.7,2227.5
2025-09-28,Mathematics,gpu,10,8,0,408,737,97511,4439,19,27,144,90.4,2244.0
2025-10-01,Mathematics,priority,16,15,0,312,11,68813,4119,1759,26,377,81.6,1716.0
2025-10-03,Mathematics,priority,26,23,1,384,211,46895,2456,591,32,444,55.3,2112.0
2025-10-05,Mathematics,interactive,33,32,2,72,165,36928,201,1598,15,56,84.7,396.0
2025-10-07,Mathematics,interactive,41,37,3,489,537,54975,2001,2067,66,476,68.1,2689.5
2025-10-09,Mathematics,debug,20,17,0,62,201,7510,4159,1847,23,293,76.7,341.0
2025-10-11,Mathematics,debug,25,23,1,283,985,65938,3114,1156,39,369,94.1,1556.5
2025-10-13,Mathematics,cpu,29,27,0,375,259,184457,28,302,38,219,52.2,2062.5
2025-10-15,Mathematics,cpu,45,39,3,349,412,71250,127,2135,48,262,73.5,1919.5
2025-10-17,Mathematics,gpu,31,28,1,3,523,1462,4510,1023,56,235,75.7,16.5
2025-10-19,Mathematics,gpu,1,0,0,246,239,110580,236,2102,85,53,64.1,1353.0
2025-10-20,Mathematics,priority,5,4,0,483,172,149668,1544,298,44,464,71.1,2656.5
2025-10-22,Mathematics,interactive,38,35,2,107,575,56058,536,740,64,141,49.9,588.5
2025-10-24,Mathematics,interactive,34,29,0,329,56,34853,3444,914,64,475,73.0,1809.5
2025-10-26,Mathematics,debug,44,42,2,228,459,49746,2866,1258,45,267,81.5,1254.0
2025-10-28,Mathematics,debug,22,20,0,129,459,41849,1222,1772,88,345,59.4,709.5
2025-10-28,Mathematics,cpu,44,38,2,10,390,2744,544,345,90,84,63.1,55.0
2025-11-02,Mathematics,cpu,21,19,1,87,371,35542,4706,1593,115,370,66.5,478.5
2025-11-04,Mathematics,gpu,27,24,1,118,995,35652,394,1447,28,129,30.7,649.0
2025-11-06,Mathematics,gpu,31,27,1,324,722,140742,76,1308,65,388,47.5,1782.0
2025-11-07,Mathematics,priority,15,14,0,108,931,44848,4261,562,100,252,58.9,594.0
2025-11-09,Mathematics,priority,33,28,0,106,454,35269,1097,36,41,218,68.2,583.0
2025-11-11,Mathematics,interactive,3,2,0,278,319,63397,3053,765,91,240,62.5,1529.0
2025-11-13,Mathematics,interactive,37,35,0,369,751,87272,3393,705,3,109,58.9,2029.5
2025-11-15,Mathematics,debug,24,21,0,26,244,2870,4024,1423,39,202,94.1,143.0
2025-11-17,Mathematics,debug,6,5,0,184,294,84000,3952,2148,45,459,55.8,1012.0
2025-11-19,Mathematics,cpu,42,39,3,112,543,26087,1366,1363,53,116,36.4,616.0
2025-11-21,Mathematics,cpu,4,3,0,217,363,36320,3951,402,71,36,61.6,1193.5
2025-11-23,Mathematics,gpu,44,38,2,473,824,191615,3472,793,109,207,81.2,2601.5
2025-11-25,Mathematics,gpu,22,21,0,183,117,68611,4515,359,32,323,85.8,1006.5
2025-11-26,Mathematics,priority,20,19,1,10,269,2997,521,1662,8,220,87.3,55.0
2025-11-28,Mathematics,interactive,42,39,2,186,575,39190,1138,1307,107,136,30.6,1023.0
2025-11-28,Mathematics,interactive,31,28,2,183,389,95282,1600,1812,89,363,57.6,1006.5
2025-12-02,Mathematics,debug,2,1,0,419,580,50160,4693,1084,64,84,67.3,2304.5
2025-12-04,Mathematics,debug,14,13,1,450,171,100943,3074,1087,35,105,45.0,2475.0
2025-12-06,Mathematics,cpu,1,0,0,212,662,27626,2705,816,32,244,73.8,1166.0
2025-12-08,Mathematics,cpu,35,30,0,485,299,258904,2081,2058,65,423,85.2,2667.5
2025-12-10,Mathematics,gpu,1,0,0,373,651,98849,4452,779,59,212,74.0,2051.5
2025-12-12,Mathematics,gpu,7,6,0,117,774,18370,2968,771,11,353,67.2,643.5
2025-12-13,Mathematics,priority,19,18,1,177,161,86536,4738,1949,57,188,67.1,973.5
2025-12-15,Mathematics,priority,10,8,0,334,33,190771,2212,1483,12,114,42.9,1837.0
2025-12-17,Mathematics,interactive,37,35,1,292,563,105365,454,240,66,159,38.4,1606.0
2025-12-19,Mathematics,interactive,25,23,0,414,761,168161,3831,542,105,184,78.1,2277.0
2025-12-21,Mathematics,debug,18,16,1,23,648,2740,3067,2498,8,438,42.0,126.5
2025-12-23,Mathematics,debug,2,1,0,334,798,104291,3659,283,46,339,73.5,1837.0
2025-12-25,Mathematics,cpu,3,2,0,233,41,76080,4066,1953,59,365,46.8,1281.5
2025-12-27,Mathematics,cpu,15,14,0,245,616,109274,4126,1584,64,186,47.2,1347.5
2025-12-28,Mathematics,gpu,21,19,1,68,59,35188,203,2094,38,417,83.3,374.0
2025-01-01,Engineering,gpu,45,41,2,32,882,18142,3416,391,103,38,52.7,176.0
2025-01-02,Engineering,priority,30,28,1,402,57,81351,697,293,68,203,61.0,2211.0
2025-01-04,Engineering,interactive,3,2,0,101,56,32180,1166,217,70,217,82.1,555.5
2025-01-06,Engineering,interactive,48,45,1,489,521,260470,1626,1047,42,431,42.0,2689.5
2025-01-08,Engineering,debug,37,35,2,305,307,99943,1551,1416,47,440,76.7,1677.5
2025-01-10,Engineering,debug,49,43,3,285,891,164928,4689,1253,108,376,56.9,1567.5
2025-01-12,Engineering,cpu,30,27,0,312,800,58504,674,1788,118,176,61.5,1716.0
2025-01-14,Engineering,cpu,34,32,0,73,245,14815,4804,264,50,67,69.7,401.5
2025-01-16,Engineering,gpu,46,39,3,212,790,109028,4350,982,87,124,46.0,1166.0
2025-01-18,Engineering,gpu,38,36,1,380,386,154074,4626,976,81,119,48.1,2090.0
2025-01-19,Engineering,priority,29,27,0,421,107,185537,3075,533,66,33,53.8,2315.5
2025-01-21,Engineering,priority,13,12,0,169,572,75727,2784,1189,2,106,82.9,929.5
2025-01-23,Engineering,interactive,6,5,0,58,40,10646,3029,2431,71,221,42.4,319.0
2025-01-25,Engineering,interactive,12,10,0,57,527,16367,2348,2274,66,170,73.4,313.5
2025-01-27,Engineering,debug,4,3,0,171,251,74347,1057,154,5,304,46.3,940.5
2025-01-28,Engineering,debug,27,25,1,69,842,21463,4370,705,34,275,66.7,379.5
2025-02-01,Engineering,cpu,49,46,3,240,244,26397,174,1350,37,359,44.0,1320.0
2025-02-03,Engineering,cpu,22,20,1,347,740,136795,1546,2370,15,372,41.3,1908.5
2025-02-05,Engineering,gpu,15,14,0,85,780,39072,2393,2495,102,283,53.9,467.5
2025-02-07,Engineering,gpu,19,17,0,88,815,17103,4050,1292,29,132,55.2,484.0
2025-02-08,Engineering,priority,21,19,0,78,909,29137,1686,1565,77,149,77.6,429.0
2025-02-10,Engineering,interactive,43,41,1,118,996,64842,1966,592,77,198,86.0,649.0
2025-02-12,Engineering,interactive,19,18,1,496,42,185204,4951,1769,110,359,81.8,2728.0
2025-02-14,Engineering,debug,21,20,1,55,107,23770,192,1814,85,469,56.3,302.5
2025-02-16,Engineering,debug,33,28,0,456,653,165874,4217,586,38,174,87.6,2508.0
2025-02-18,Engineering,cpu,12,11,0,291,480,53164,774,1061,102,292,43.2,1600.5
2025-02-20,Engineering,cpu,45,41,1,485,88,176602,1315,2187,51,94,59.7,2667.5
2025-02-22,Engineering,gpu,38,36,0,31,124,4518,142,29,30,432,79.1,170.5
2025-02-24,Engineering,gpu,22,21,0,300,466,125249,3291,376,57,106,67.7,1650.0
