Department,PI_Name,Total_GPU_Hours_FY2026,Total_CPU_Hours_FY2026,Storage_Used_TB,Peak_Concurrent_GPUs,Avg_Queue_Wait_Min,Avg_Job_Duration_Hr,Total_Jobs,Job_Success_PCT,Satisfaction,Budget_Contribution,_Sheet,Month,Month_Num,GPU_Hours,CPU_Hours,Jobs,Avg_Wait_Min,Peak_GPUs,Storage_Delta_TB,Avg_GPU_Util_PCT,Avg_Mem_Util_PCT,Preempted_Jobs,Failed_Jobs,Energy_kWh,Min_GPUs_Per_Node,Min_GPU_Memory_GB,Min_Network_Gbps,Min_Storage_GBps,Special_Requirements,Preferred_Priority,Files_M,New_Data_TB,Deleted_TB,Avg_File_KB,Software,Avg_Monthly_Sessions,Peak_Concurrent,Avg_Session_Hours,GPU_Hours_Monthly,CPU_Hours_Monthly,Avg_Wait_GPU_Min,Avg_Wait_CPU_Min,P95_Wait_GPU_Min,P99_Wait_GPU_Min,Jobs_Timed_Out,Jobs_Preempted,Category,Avg_Runtime_Hr,Avg_GPU_Util,Avg_Mem_GB,Avg_IB_GBps,Avg_Energy_kWh,Response_ID,Role,Top_Issue,Comment,Date,User_ID,Jobs_Submitted,Jobs_Completed,Jobs_Failed,Max_Wait_Min,GPU_Util_Avg_PCT,Mem_Used_Avg_GB,Storage_Read_GB,Storage_Write_GB,IO_Wait_PCT,Network_GB,Overall_Score,Queue_Wait_Score,Storage_Score,Support_Score,GPU_Avail_Score,Comments,Sessions,Peak_Memory_GB
Physics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,173.0,579.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,55.7,,,,,,,,,usr_phy_18,,,,,,,,,,,,,,,,,4.0,102.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Nov,,37.0,1662.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,56.0,,,,,,,,,usr_phy_18,,,,,,,,,,,,,,,,,28.0,299.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,325.0,1992.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,75.8,,,,,,,,,usr_phy_19,,,,,,,,,,,,,,,,,7.0,25.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Nov,,341.0,244.0,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,,,,,,,45.9,,,,,,,,,usr_phy_19,,,,,,,,,,,,,,,,,33.0,682.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,61.0,340.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,60.7,,,,,,,,,usr_phy_20,,,,,,,,,,,,,,,,,47.0,412.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,May,,73.0,81.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,58.3,,,,,,,,,usr_phy_20,,,,,,,,,,,,,,,,,21.0,183.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Aug,,180.0,188.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,39.9,,,,,,,,,usr_phy_20,,,,,,,,,,,,,,,,,5.0,579.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Sep,,220.0,1423.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,65.9,,,,,,,,,usr_phy_20,,,,,,,,,,,,,,,,,5.0,632.0
Physics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,85.0,816.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,22.1,,,,,,,,,usr_phy_20,,,,,,,,,,,,,,,,,43.0,296.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jan,,457.0,1460.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,29.5,,,,,,,,,usr_bio_01,,,,,,,,,,,,,,,,,41.0,473.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,May,,96.0,477.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,70.3,,,,,,,,,usr_bio_01,,,,,,,,,,,,,,,,,29.0,331.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Nov,,492.0,1268.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,34.4,,,,,,,,,usr_bio_01,,,,,,,,,,,,,,,,,29.0,502.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jan,,215.0,680.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,83.6,,,,,,,,,usr_bio_02,,,,,,,,,,,,,,,,,43.0,45.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jul,,212.0,884.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,86.2,,,,,,,,,usr_bio_02,,,,,,,,,,,,,,,,,39.0,212.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Sep,,43.0,1070.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,29.4,,,,,,,,,usr_bio_02,,,,,,,,,,,,,,,,,43.0,17.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Feb,,77.0,403.0,,,,,,,,,,,,,,,,,,,,Schrodinger,,,,,,,,,,,,,,86.7,,,,,,,,,usr_bio_03,,,,,,,,,,,,,,,,,33.0,259.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Mar,,252.0,1489.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,54.5,,,,,,,,,usr_bio_03,,,,,,,,,,,,,,,,,4.0,244.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jan,,385.0,1863.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,73.9,,,,,,,,,usr_bio_04,,,,,,,,,,,,,,,,,33.0,628.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Mar,,2.0,1123.0,,,,,,,,,,,,,,,,,,,,CP2K,,,,,,,,,,,,,,39.0,,,,,,,,,usr_bio_04,,,,,,,,,,,,,,,,,13.0,111.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,May,,191.0,1710.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,86.4,,,,,,,,,usr_bio_04,,,,,,,,,,,,,,,,,31.0,415.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jun,,126.0,1137.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,57.7,,,,,,,,,usr_bio_04,,,,,,,,,,,,,,,,,11.0,195.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Aug,,20.0,1990.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,45.3,,,,,,,,,usr_bio_04,,,,,,,,,,,,,,,,,44.0,568.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Nov,,399.0,572.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,51.7,,,,,,,,,usr_bio_04,,,,,,,,,,,,,,,,,14.0,283.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Apr,,460.0,1788.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,22.7,,,,,,,,,usr_bio_05,,,,,,,,,,,,,,,,,44.0,684.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Apr,,466.0,1994.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,81.4,,,,,,,,,usr_bio_05,,,,,,,,,,,,,,,,,13.0,698.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Sep,,432.0,1402.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,20.0,,,,,,,,,usr_bio_05,,,,,,,,,,,,,,,,,13.0,478.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Apr,,257.0,291.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,33.8,,,,,,,,,usr_bio_06,,,,,,,,,,,,,,,,,2.0,324.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,May,,307.0,1245.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,29.7,,,,,,,,,usr_bio_06,,,,,,,,,,,,,,,,,5.0,576.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Sep,,487.0,363.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,91.2,,,,,,,,,usr_bio_06,,,,,,,,,,,,,,,,,16.0,35.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Dec,,400.0,547.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,60.5,,,,,,,,,usr_bio_06,,,,,,,,,,,,,,,,,4.0,172.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jun,,448.0,469.0,,,,,,,,,,,,,,,,,,,,GROMACS,,,,,,,,,,,,,,71.3,,,,,,,,,usr_bio_07,,,,,,,,,,,,,,,,,4.0,242.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Aug,,151.0,1099.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,70.6,,,,,,,,,usr_bio_07,,,,,,,,,,,,,,,,,15.0,188.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Sep,,43.0,367.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,40.9,,,,,,,,,usr_bio_07,,,,,,,,,,,,,,,,,20.0,316.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Feb,,256.0,540.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,28.0,,,,,,,,,usr_bio_08,,,,,,,,,,,,,,,,,26.0,464.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jul,,96.0,280.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,53.0,,,,,,,,,usr_bio_08,,,,,,,,,,,,,,,,,11.0,17.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jul,,188.0,177.0,,,,,,,,,,,,,,,,,,,,Abaqus,,,,,,,,,,,,,,26.5,,,,,,,,,usr_bio_08,,,,,,,,,,,,,,,,,8.0,152.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Oct,,122.0,1680.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,91.9,,,,,,,,,usr_bio_08,,,,,,,,,,,,,,,,,27.0,620.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Dec,,20.0,1231.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,43.5,,,,,,,,,usr_bio_08,,,,,,,,,,,,,,,,,8.0,561.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Mar,,248.0,704.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,27.8,,,,,,,,,usr_bio_09,,,,,,,,,,,,,,,,,5.0,126.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jul,,166.0,573.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,89.4,,,,,,,,,usr_bio_09,,,,,,,,,,,,,,,,,18.0,240.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Sep,,491.0,876.0,,,,,,,,,,,,,,,,,,,,Schrodinger,,,,,,,,,,,,,,26.0,,,,,,,,,usr_bio_09,,,,,,,,,,,,,,,,,39.0,287.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Mar,,253.0,727.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,49.3,,,,,,,,,usr_bio_10,,,,,,,,,,,,,,,,,3.0,73.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jul,,399.0,814.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,83.5,,,,,,,,,usr_bio_10,,,,,,,,,,,,,,,,,46.0,74.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Aug,,394.0,1512.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,83.8,,,,,,,,,usr_bio_10,,,,,,,,,,,,,,,,,11.0,689.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Oct,,341.0,143.0,,,,,,,,,,,,,,,,,,,,Gaussian,,,,,,,,,,,,,,30.7,,,,,,,,,usr_bio_10,,,,,,,,,,,,,,,,,22.0,156.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Mar,,27.0,78.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,82.0,,,,,,,,,usr_bio_11,,,,,,,,,,,,,,,,,5.0,286.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Oct,,253.0,520.0,,,,,,,,,,,,,,,,,,,,CP2K,,,,,,,,,,,,,,66.7,,,,,,,,,usr_bio_11,,,,,,,,,,,,,,,,,35.0,395.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Nov,,303.0,942.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,59.4,,,,,,,,,usr_bio_11,,,,,,,,,,,,,,,,,42.0,682.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Dec,,491.0,1171.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,60.3,,,,,,,,,usr_bio_11,,,,,,,,,,,,,,,,,37.0,13.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jun,,456.0,601.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,28.7,,,,,,,,,usr_bio_12,,,,,,,,,,,,,,,,,39.0,320.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Oct,,87.0,1212.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,44.1,,,,,,,,,usr_bio_12,,,,,,,,,,,,,,,,,6.0,119.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Nov,,38.0,1231.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,66.0,,,,,,,,,usr_bio_12,,,,,,,,,,,,,,,,,5.0,247.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,May,,263.0,514.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,43.1,,,,,,,,,usr_bio_13,,,,,,,,,,,,,,,,,15.0,575.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Dec,,227.0,1351.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,55.4,,,,,,,,,usr_bio_13,,,,,,,,,,,,,,,,,33.0,164.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Mar,,146.0,1704.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,79.3,,,,,,,,,usr_bio_14,,,,,,,,,,,,,,,,,3.0,167.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Aug,,300.0,1012.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,53.3,,,,,,,,,usr_bio_14,,,,,,,,,,,,,,,,,49.0,228.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Nov,,133.0,818.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,83.3,,,,,,,,,usr_bio_14,,,,,,,,,,,,,,,,,24.0,624.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jan,,11.0,793.0,,,,,,,,,,,,,,,,,,,,RELION,,,,,,,,,,,,,,42.0,,,,,,,,,usr_bio_15,,,,,,,,,,,,,,,,,10.0,633.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,May,,164.0,1533.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,83.4,,,,,,,,,usr_bio_15,,,,,,,,,,,,,,,,,21.0,360.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jan,,46.0,1367.0,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,,,,,,,37.0,,,,,,,,,usr_bio_16,,,,,,,,,,,,,,,,,20.0,297.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Oct,,82.0,1984.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,69.2,,,,,,,,,usr_bio_16,,,,,,,,,,,,,,,,,2.0,479.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jan,,127.0,1448.0,,,,,,,,,,,,,,,,,,,,MATLAB,,,,,,,,,,,,,,49.6,,,,,,,,,usr_bio_17,,,,,,,,,,,,,,,,,45.0,568.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Oct,,87.0,119.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,42.2,,,,,,,,,usr_bio_17,,,,,,,,,,,,,,,,,14.0,454.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Nov,,189.0,1543.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,76.5,,,,,,,,,usr_bio_17,,,,,,,,,,,,,,,,,29.0,644.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Feb,,397.0,1538.0,,,,,,,,,,,,,,,,,,,,Gaussian,,,,,,,,,,,,,,27.5,,,,,,,,,usr_bio_18,,,,,,,,,,,,,,,,,28.0,219.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Apr,,426.0,369.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,85.8,,,,,,,,,usr_bio_18,,,,,,,,,,,,,,,,,29.0,27.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jun,,119.0,267.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,84.7,,,,,,,,,usr_bio_18,,,,,,,,,,,,,,,,,45.0,417.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Jul,,479.0,1985.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,71.2,,,,,,,,,usr_bio_18,,,,,,,,,,,,,,,,,24.0,371.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Aug,,334.0,1262.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,64.9,,,,,,,,,usr_bio_18,,,,,,,,,,,,,,,,,30.0,177.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Dec,,395.0,1691.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,76.1,,,,,,,,,usr_bio_18,,,,,,,,,,,,,,,,,47.0,483.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Apr,,241.0,1420.0,,,,,,,,,,,,,,,,,,,,Gaussian,,,,,,,,,,,,,,39.9,,,,,,,,,usr_bio_19,,,,,,,,,,,,,,,,,18.0,601.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Oct,,21.0,664.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,81.2,,,,,,,,,usr_bio_19,,,,,,,,,,,,,,,,,11.0,647.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Mar,,301.0,449.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,29.2,,,,,,,,,usr_bio_20,,,,,,,,,,,,,,,,,6.0,452.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,May,,219.0,1874.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,65.4,,,,,,,,,usr_bio_20,,,,,,,,,,,,,,,,,48.0,407.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Oct,,188.0,126.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,84.0,,,,,,,,,usr_bio_20,,,,,,,,,,,,,,,,,35.0,417.0
Biology,,,,,,,,,,,,Software_Usage_Per_User,Dec,,233.0,1965.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,40.8,,,,,,,,,usr_bio_20,,,,,,,,,,,,,,,,,6.0,42.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Apr,,276.0,1824.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,91.6,,,,,,,,,usr_che_01,,,,,,,,,,,,,,,,,46.0,551.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jun,,53.0,613.0,,,,,,,,,,,,,,,,,,,,RELION,,,,,,,,,,,,,,65.1,,,,,,,,,usr_che_01,,,,,,,,,,,,,,,,,31.0,387.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Dec,,289.0,368.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,20.7,,,,,,,,,usr_che_01,,,,,,,,,,,,,,,,,13.0,536.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jun,,268.0,653.0,,,,,,,,,,,,,,,,,,,,MATLAB,,,,,,,,,,,,,,39.8,,,,,,,,,usr_che_02,,,,,,,,,,,,,,,,,49.0,448.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Sep,,117.0,50.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,85.2,,,,,,,,,usr_che_02,,,,,,,,,,,,,,,,,1.0,79.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Feb,,435.0,1575.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,59.2,,,,,,,,,usr_che_03,,,,,,,,,,,,,,,,,17.0,108.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Apr,,222.0,74.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,36.5,,,,,,,,,usr_che_03,,,,,,,,,,,,,,,,,35.0,464.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jun,,455.0,956.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,62.6,,,,,,,,,usr_che_03,,,,,,,,,,,,,,,,,35.0,650.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jul,,232.0,1489.0,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,,,,,,,74.2,,,,,,,,,usr_che_03,,,,,,,,,,,,,,,,,30.0,273.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Nov,,57.0,1929.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,47.2,,,,,,,,,usr_che_03,,,,,,,,,,,,,,,,,41.0,320.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Apr,,406.0,705.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,81.1,,,,,,,,,usr_che_04,,,,,,,,,,,,,,,,,17.0,392.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Aug,,465.0,1494.0,,,,,,,,,,,,,,,,,,,,Schrodinger,,,,,,,,,,,,,,49.8,,,,,,,,,usr_che_04,,,,,,,,,,,,,,,,,5.0,67.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,May,,266.0,123.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,34.7,,,,,,,,,usr_che_05,,,,,,,,,,,,,,,,,35.0,339.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Aug,,135.0,1488.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,33.2,,,,,,,,,usr_che_05,,,,,,,,,,,,,,,,,38.0,351.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Dec,,410.0,863.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,33.5,,,,,,,,,usr_che_05,,,,,,,,,,,,,,,,,35.0,347.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Sep,,420.0,452.0,,,,,,,,,,,,,,,,,,,,MATLAB,,,,,,,,,,,,,,48.6,,,,,,,,,usr_che_06,,,,,,,,,,,,,,,,,20.0,695.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Sep,,467.0,1241.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,94.9,,,,,,,,,usr_che_06,,,,,,,,,,,,,,,,,3.0,123.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Sep,,488.0,1416.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,71.3,,,,,,,,,usr_che_07,,,,,,,,,,,,,,,,,26.0,188.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Sep,,154.0,1289.0,,,,,,,,,,,,,,,,,,,,TensorFlow,,,,,,,,,,,,,,29.1,,,,,,,,,usr_che_07,,,,,,,,,,,,,,,,,18.0,589.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Oct,,177.0,1065.0,,,,,,,,,,,,,,,,,,,,CP2K,,,,,,,,,,,,,,91.4,,,,,,,,,usr_che_08,,,,,,,,,,,,,,,,,48.0,313.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Oct,,101.0,727.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,93.8,,,,,,,,,usr_che_08,,,,,,,,,,,,,,,,,22.0,587.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Mar,,354.0,1647.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,74.1,,,,,,,,,usr_che_09,,,,,,,,,,,,,,,,,4.0,558.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Oct,,67.0,1587.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,61.7,,,,,,,,,usr_che_09,,,,,,,,,,,,,,,,,41.0,74.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Nov,,285.0,1274.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,65.1,,,,,,,,,usr_che_09,,,,,,,,,,,,,,,,,48.0,699.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jan,,149.0,565.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,79.3,,,,,,,,,usr_che_10,,,,,,,,,,,,,,,,,41.0,170.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Feb,,444.0,487.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,45.5,,,,,,,,,usr_che_10,,,,,,,,,,,,,,,,,1.0,486.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Nov,,453.0,1432.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,22.1,,,,,,,,,usr_che_10,,,,,,,,,,,,,,,,,13.0,125.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Dec,,123.0,113.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,69.7,,,,,,,,,usr_che_10,,,,,,,,,,,,,,,,,17.0,378.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jan,,220.0,53.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,47.0,,,,,,,,,usr_che_11,,,,,,,,,,,,,,,,,10.0,170.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Feb,,218.0,666.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,44.3,,,,,,,,,usr_che_11,,,,,,,,,,,,,,,,,15.0,680.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Mar,,51.0,1117.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,84.1,,,,,,,,,usr_che_11,,,,,,,,,,,,,,,,,5.0,108.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jan,,371.0,772.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,24.8,,,,,,,,,usr_che_12,,,,,,,,,,,,,,,,,18.0,392.0
