Config_Type,Name,Parameter,Value,Description,Last_Modified,Modified_By,Effective_Date,Change_Ticket
SacctRecord,7282427,JobRecord,"user=user101,account=Chemistry,partition=preemptible,nodes=8,gpus=64,submit=2026-06-09T16:00,wait=156min,runtime=200030s,state=FAILED,exitcode=0,maxrss=735G,energy=19202kWh",Job 7282427 sacct record,2026-06-09,slurmdbd,2026-06-09,AUTO
SacctRecord,5213474,JobRecord,"user=user088,account=Chemistry,partition=priority,nodes=1,gpus=2,submit=2026-06-29T13:00,wait=11min,runtime=155811s,state=COMPLETED,exitcode=0,maxrss=851G,energy=467kWh",Job 5213474 sacct record,2026-06-29,slurmdbd,2026-06-29,AUTO
SacctRecord,1376325,JobRecord,"user=user092,account=Math,partition=priority,nodes=4,gpus=32,submit=2026-06-29T17:00,wait=169min,runtime=210058s,state=COMPLETED,exitcode=0,maxrss=893G,energy=10082kWh",Job 1376325 sacct record,2026-06-29,slurmdbd,2026-06-29,AUTO
SacctRecord,8614143,JobRecord,"user=user090,account=Math,partition=gpu,nodes=1,gpus=2,submit=2026-06-10T19:00,wait=153min,runtime=15484s,state=COMPLETED,exitcode=0,maxrss=144G,energy=46kWh",Job 8614143 sacct record,2026-06-10,slurmdbd,2026-06-10,AUTO
SacctRecord,1970911,JobRecord,"user=user099,account=CS,partition=priority,nodes=2,gpus=16,submit=2026-06-10T00:00,wait=47min,runtime=218240s,state=OOM,exitcode=0,maxrss=254G,energy=5237kWh",Job 1970911 sacct record,2026-06-10,slurmdbd,2026-06-10,AUTO
SacctRecord,3454028,JobRecord,"user=user059,account=Chemistry,partition=priority,nodes=1,gpus=2,submit=2026-06-21T20:00,wait=177min,runtime=238541s,state=COMPLETED,exitcode=0,maxrss=24G,energy=715kWh",Job 3454028 sacct record,2026-06-21,slurmdbd,2026-06-21,AUTO
SacctRecord,6401183,JobRecord,"user=user048,account=Chemistry,partition=gpu,nodes=1,gpus=8,submit=2026-06-18T13:00,wait=179min,runtime=216759s,state=FAILED,exitcode=0,maxrss=197G,energy=2601kWh",Job 6401183 sacct record,2026-06-18,slurmdbd,2026-06-18,AUTO
SacctRecord,5956105,JobRecord,"user=user093,account=Math,partition=large,nodes=1,gpus=8,submit=2026-06-23T20:00,wait=23min,runtime=256853s,state=COMPLETED,exitcode=0,maxrss=201G,energy=3082kWh",Job 5956105 sacct record,2026-06-23,slurmdbd,2026-06-23,AUTO
SacctRecord,1703624,JobRecord,"user=user029,account=CS,partition=preemptible,nodes=4,gpus=32,submit=2026-06-23T09:00,wait=33min,runtime=124640s,state=COMPLETED,exitcode=39,maxrss=62G,energy=5982kWh",Job 1703624 sacct record,2026-06-23,slurmdbd,2026-06-23,AUTO
SacctRecord,6602831,JobRecord,"user=user083,account=Math,partition=priority,nodes=1,gpus=1,submit=2026-06-27T19:00,wait=147min,runtime=231917s,state=COMPLETED,exitcode=2,maxrss=427G,energy=347kWh",Job 6602831 sacct record,2026-06-27,slurmdbd,2026-06-27,AUTO
SacctRecord,2894999,JobRecord,"user=user044,account=Math,partition=priority,nodes=8,gpus=64,submit=2026-06-16T02:00,wait=38min,runtime=209279s,state=COMPLETED,exitcode=0,maxrss=786G,energy=20090kWh",Job 2894999 sacct record,2026-06-16,slurmdbd,2026-06-16,AUTO
SacctRecord,3790511,JobRecord,"user=user085,account=MedRes,partition=gpu,nodes=1,gpus=4,submit=2026-06-29T20:00,wait=105min,runtime=77233s,state=COMPLETED,exitcode=32,maxrss=349G,energy=463kWh",Job 3790511 sacct record,2026-06-29,slurmdbd,2026-06-29,AUTO
SacctRecord,3680120,JobRecord,"user=user039,account=Biology,partition=preemptible,nodes=1,gpus=4,submit=2026-06-12T10:00,wait=177min,runtime=1621s,state=COMPLETED,exitcode=25,maxrss=554G,energy=9kWh",Job 3680120 sacct record,2026-06-12,slurmdbd,2026-06-12,AUTO
SacctRecord,7477796,JobRecord,"user=user108,account=Biology,partition=gpu,nodes=1,gpus=2,submit=2026-06-26T11:00,wait=156min,runtime=258480s,state=COMPLETED,exitcode=0,maxrss=448G,energy=775kWh",Job 7477796 sacct record,2026-06-26,slurmdbd,2026-06-26,AUTO
SacctRecord,8050236,JobRecord,"user=user067,account=MedRes,partition=priority,nodes=4,gpus=32,submit=2026-06-03T10:00,wait=23min,runtime=177180s,state=COMPLETED,exitcode=0,maxrss=423G,energy=8504kWh",Job 8050236 sacct record,2026-06-03,slurmdbd,2026-06-03,AUTO
SacctRecord,2896460,JobRecord,"user=user006,account=Physics,partition=gpu,nodes=1,gpus=1,submit=2026-06-05T04:00,wait=92min,runtime=28623s,state=COMPLETED,exitcode=0,maxrss=187G,energy=42kWh",Job 2896460 sacct record,2026-06-05,slurmdbd,2026-06-05,AUTO
SacctRecord,3238514,JobRecord,"user=user086,account=Biology,partition=large,nodes=8,gpus=64,submit=2026-06-06T14:00,wait=44min,runtime=200673s,state=COMPLETED,exitcode=0,maxrss=124G,energy=19264kWh",Job 3238514 sacct record,2026-06-06,slurmdbd,2026-06-06,AUTO
SacctRecord,9719250,JobRecord,"user=user102,account=Chemistry,partition=gpu,nodes=8,gpus=64,submit=2026-06-14T17:00,wait=138min,runtime=13456s,state=COMPLETED,exitcode=0,maxrss=758G,energy=1291kWh",Job 9719250 sacct record,2026-06-14,slurmdbd,2026-06-14,AUTO
SacctRecord,5837924,JobRecord,"user=user051,account=MedRes,partition=preemptible,nodes=4,gpus=32,submit=2026-06-11T09:00,wait=171min,runtime=181877s,state=COMPLETED,exitcode=0,maxrss=222G,energy=8730kWh",Job 5837924 sacct record,2026-06-11,slurmdbd,2026-06-11,AUTO
SacctRecord,7581694,JobRecord,"user=user025,account=MedRes,partition=gpu,nodes=1,gpus=8,submit=2026-06-30T23:00,wait=171min,runtime=167171s,state=TIMEOUT,exitcode=0,maxrss=656G,energy=2006kWh",Job 7581694 sacct record,2026-06-30,slurmdbd,2026-06-30,AUTO
SacctRecord,8760771,JobRecord,"user=user075,account=MedRes,partition=priority,nodes=4,gpus=32,submit=2026-06-22T20:00,wait=86min,runtime=132495s,state=COMPLETED,exitcode=0,maxrss=157G,energy=6359kWh",Job 8760771 sacct record,2026-06-22,slurmdbd,2026-06-22,AUTO
SacctRecord,8715569,JobRecord,"user=user026,account=CS,partition=large,nodes=8,gpus=64,submit=2026-06-03T06:00,wait=136min,runtime=1730s,state=COMPLETED,exitcode=0,maxrss=347G,energy=166kWh",Job 8715569 sacct record,2026-06-03,slurmdbd,2026-06-03,AUTO
SacctRecord,7764172,JobRecord,"user=user102,account=EarthSci,partition=gpu,nodes=8,gpus=64,submit=2026-06-12T01:00,wait=83min,runtime=222428s,state=CANCELLED,exitcode=0,maxrss=546G,energy=21353kWh",Job 7764172 sacct record,2026-06-12,slurmdbd,2026-06-12,AUTO
Lustre_Configuration,stripe_count,4,Filesystem stripe count,,,,,
