Record_Type,Category,Subcategory,Fiscal_Year,Month,Month_Num,Budgeted_Amount,Actual_Amount,Variance,Variance_PCT,Accrued,Committed,Encumbered,GL_Account,Cost_Center,Fund_Code,PO_Number,Invoice_Number,Approval_Status,Notes
Grant_Usage,Research Grant,G-0154 (Private),FY2026,May,5,7371.52,15036.75,0.0,0.0,0.0,0.0,0.0,57917,CC-PHYS-192,F-Pri-9183,,Internal Allocation,Allocated,"GPU_Hours=5103,CPU_Hours=4180,Storage_TB=10.96,Department=Physics"
Grant_Usage,Research Grant,G-0155 (Private),FY2026,Mar,3,6227.58,5997.45,0.0,0.0,0.0,0.0,0.0,51760,CC-BIOL-170,F-Pri-9558,,Internal Allocation,Allocated,"GPU_Hours=2102,CPU_Hours=5498,Storage_TB=0.15,Department=Biology"
Grant_Usage,Research Grant,G-0155 (Private),FY2026,Dec,12,6227.58,9402.45,0.0,0.0,0.0,0.0,0.0,52742,CC-BIOL-106,F-Pri-8958,,Internal Allocation,Allocated,"GPU_Hours=2947,CPU_Hours=12256,Storage_TB=22.3,Department=Biology"
Grant_Usage,Research Grant,G-0156 (Private),FY2026,Oct,10,1737.22,12031.05,0.0,0.0,0.0,0.0,0.0,57354,CC-MATH-136,F-Pri-2401,,Internal Allocation,Allocated,"GPU_Hours=4004,CPU_Hours=6572,Storage_TB=13.77,Department=Mathematics"
Grant_Usage,Research Grant,G-0157 (Private),FY2026,Jul,7,14400.82,2949.6,0.0,0.0,0.0,0.0,0.0,57218,CC-BIOL-164,F-Pri-1257,,Internal Allocation,Allocated,"GPU_Hours=1019,CPU_Hours=5470,Storage_TB=1.01,Department=Biology"
Grant_Usage,Research Grant,G-0158 (ONR),FY2026,May,5,3033.94,22659.0,0.0,0.0,0.0,0.0,0.0,53344,CC-MEDI-143,F-ONR-9936,,Internal Allocation,Allocated,"GPU_Hours=7828,CPU_Hours=4241,Storage_TB=7.76,Department=Medical Research"
Grant_Usage,Research Grant,G-0159 (ONR),FY2026,Feb,2,7023.17,11366.4,0.0,0.0,0.0,0.0,0.0,56594,CC-EART-141,F-ONR-4728,,Internal Allocation,Allocated,"GPU_Hours=3689,CPU_Hours=1530,Storage_TB=18.95,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0159 (ONR),FY2026,Dec,12,7023.17,17810.4,0.0,0.0,0.0,0.0,0.0,56127,CC-EART-174,F-ONR-8375,,Internal Allocation,Allocated,"GPU_Hours=6242,CPU_Hours=9540,Storage_TB=0.46,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0160 (AFOSR),FY2026,Sep,9,6143.33,23127.9,0.0,0.0,0.0,0.0,0.0,56348,CC-EART-165,F-AFO-4024,,Internal Allocation,Allocated,"GPU_Hours=7915,CPU_Hours=5143,Storage_TB=12.67,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0161 (DOE),FY2026,Jul,7,5917.32,9936.3,0.0,0.0,0.0,0.0,0.0,57716,CC-MATH-118,F-DOE-8963,,Internal Allocation,Allocated,"GPU_Hours=3359,CPU_Hours=14638,Storage_TB=8.07,Department=Mathematics"
Grant_Usage,Research Grant,G-0162 (NASA),FY2026,Apr,4,26097.53,17256.15,0.0,0.0,0.0,0.0,0.0,59040,CC-CHEM-102,F-NAS-8381,,Internal Allocation,Allocated,"GPU_Hours=6033,CPU_Hours=4130,Storage_TB=1.38,Department=Chemistry"
Grant_Usage,Research Grant,G-0163 (NIH),FY2026,Feb,2,1067.97,3013.5,0.0,0.0,0.0,0.0,0.0,50240,CC-EART-159,F-NIH-3928,,Internal Allocation,Allocated,"GPU_Hours=965,CPU_Hours=12328,Storage_TB=5.85,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0163 (NIH),FY2026,Nov,11,1067.97,8017.2,0.0,0.0,0.0,0.0,0.0,51872,CC-EART-190,F-NIH-6358,,Internal Allocation,Allocated,"GPU_Hours=2559,CPU_Hours=14453,Storage_TB=16.09,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0164 (DOE),FY2026,Sep,9,52057.67,3464.1,0.0,0.0,0.0,0.0,0.0,59609,CC-MEDI-164,F-DOE-7290,,Internal Allocation,Allocated,"GPU_Hours=1029,CPU_Hours=5941,Storage_TB=11.81,Department=Medical Research"
Grant_Usage,Research Grant,G-0165 (AFOSR),FY2026,Jun,6,9765.01,585.6,0.0,0.0,0.0,0.0,0.0,53705,CC-CHEM-167,F-AFO-5635,,Internal Allocation,Allocated,"GPU_Hours=157,CPU_Hours=5100,Storage_TB=3.07,Department=Chemistry"
Grant_Usage,Research Grant,G-0166 (AFOSR),FY2026,Apr,4,4671.64,16460.7,0.0,0.0,0.0,0.0,0.0,59046,CC-EART-157,F-AFO-9969,,Internal Allocation,Allocated,"GPU_Hours=5449,CPU_Hours=5409,Storage_TB=20.69,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0167 (NSF),FY2026,Jan,1,20285.42,22399.8,0.0,0.0,0.0,0.0,0.0,50536,CC-ENGI-191,F-NSF-8083,,Internal Allocation,Allocated,"GPU_Hours=7732,CPU_Hours=5355,Storage_TB=8.08,Department=Engineering"
Grant_Usage,Research Grant,G-0167 (NSF),FY2026,Oct,10,20285.42,21752.1,0.0,0.0,0.0,0.0,0.0,54305,CC-ENGI-140,F-NSF-1114,,Internal Allocation,Allocated,"GPU_Hours=7299,CPU_Hours=14401,Storage_TB=21.11,Department=Engineering"
Grant_Usage,Research Grant,G-0168 (ONR),FY2026,Aug,8,5162.33,10783.8,0.0,0.0,0.0,0.0,0.0,55799,CC-COMP-149,F-ONR-4374,,Internal Allocation,Allocated,"GPU_Hours=3492,CPU_Hours=8632,Storage_TB=18.48,Department=Computer Science"
Grant_Usage,Research Grant,G-0169 (NSF),FY2026,May,5,3629.25,11451.0,0.0,0.0,0.0,0.0,0.0,56974,CC-EART-172,F-NSF-6535,,Internal Allocation,Allocated,"GPU_Hours=3641,CPU_Hours=12630,Storage_TB=23.87,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0170 (DARPA),FY2026,Mar,3,10899.4,10567.65,0.0,0.0,0.0,0.0,0.0,52669,CC-CHEM-107,F-DAR-5382,,Internal Allocation,Allocated,"GPU_Hours=3422,CPU_Hours=6763,Storage_TB=18.11,Department=Chemistry"
Grant_Usage,Research Grant,G-0170 (DARPA),FY2026,Dec,12,10899.4,20763.45,0.0,0.0,0.0,0.0,0.0,58031,CC-CHEM-164,F-DAR-6078,,Internal Allocation,Allocated,"GPU_Hours=6975,CPU_Hours=6886,Storage_TB=19.66,Department=Chemistry"
Grant_Usage,Research Grant,G-0171 (Private),FY2026,Oct,10,66392.8,18247.35,0.0,0.0,0.0,0.0,0.0,53282,CC-CHEM-110,F-Pri-5766,,Internal Allocation,Allocated,"GPU_Hours=6386,CPU_Hours=6583,Storage_TB=1.05,Department=Chemistry"
Grant_Usage,Research Grant,G-0172 (DARPA),FY2026,Jul,7,55418.44,12952.2,0.0,0.0,0.0,0.0,0.0,57328,CC-COMP-132,F-DAR-2519,,Internal Allocation,Allocated,"GPU_Hours=4391,CPU_Hours=11547,Storage_TB=9.73,Department=Computer Science"
Grant_Usage,Research Grant,G-0173 (NSF),FY2026,May,5,11186.61,10964.25,0.0,0.0,0.0,0.0,0.0,56422,CC-EART-186,F-NSF-9849,,Internal Allocation,Allocated,"GPU_Hours=3555,CPU_Hours=8997,Storage_TB=18.5,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0174 (ONR),FY2026,Feb,2,6141.21,15681.6,0.0,0.0,0.0,0.0,0.0,55383,CC-PHYS-106,F-ONR-9819,,Internal Allocation,Allocated,"GPU_Hours=5265,CPU_Hours=8318,Storage_TB=15.03,Department=Physics"
Grant_Usage,Research Grant,G-0174 (ONR),FY2026,Dec,12,6141.21,19230.6,0.0,0.0,0.0,0.0,0.0,57105,CC-PHYS-166,F-ONR-4773,,Internal Allocation,Allocated,"GPU_Hours=6515,CPU_Hours=9680,Storage_TB=14.73,Department=Physics"
Grant_Usage,Research Grant,G-0175 (DARPA),FY2026,Sep,9,22122.87,10573.5,0.0,0.0,0.0,0.0,0.0,57947,CC-ENGI-176,F-DAR-6532,,Internal Allocation,Allocated,"GPU_Hours=3611,CPU_Hours=814,Storage_TB=6.27,Department=Engineering"
Grant_Usage,Research Grant,G-0176 (NIH),FY2026,Jul,7,12092.4,18260.55,0.0,0.0,0.0,0.0,0.0,59368,CC-PHYS-117,F-NIH-5574,,Internal Allocation,Allocated,"GPU_Hours=6405,CPU_Hours=7086,Storage_TB=0.14,Department=Physics"
Grant_Usage,Research Grant,G-0177 (AFOSR),FY2026,Apr,4,6491.41,12264.45,0.0,0.0,0.0,0.0,0.0,55679,CC-ENGI-139,F-AFO-3243,,Internal Allocation,Allocated,"GPU_Hours=4243,CPU_Hours=10621,Storage_TB=3.82,Department=Engineering"
Grant_Usage,Research Grant,G-0178 (DARPA),FY2026,Feb,2,5655.49,13577.7,0.0,0.0,0.0,0.0,0.0,56220,CC-CHEM-126,F-DAR-2394,,Internal Allocation,Allocated,"GPU_Hours=4682,CPU_Hours=14307,Storage_TB=5.2,Department=Chemistry"
Grant_Usage,Research Grant,G-0178 (DARPA),FY2026,Nov,11,5655.49,12938.55,0.0,0.0,0.0,0.0,0.0,54671,CC-CHEM-118,F-DAR-8285,,Internal Allocation,Allocated,"GPU_Hours=4423,CPU_Hours=2882,Storage_TB=7.4,Department=Chemistry"
Grant_Usage,Research Grant,G-0179 (NSF),FY2026,Sep,9,4771.76,19307.4,0.0,0.0,0.0,0.0,0.0,55641,CC-BIOL-191,F-NSF-5171,,Internal Allocation,Allocated,"GPU_Hours=6706,CPU_Hours=2713,Storage_TB=4.34,Department=Biology"
Grant_Usage,Research Grant,G-0180 (DARPA),FY2026,Jun,6,7870.53,9582.75,0.0,0.0,0.0,0.0,0.0,51642,CC-ENGI-118,F-DAR-7338,,Internal Allocation,Allocated,"GPU_Hours=3276,CPU_Hours=10932,Storage_TB=5.47,Department=Engineering"
Grant_Usage,Research Grant,G-0181 (DARPA),FY2026,Apr,4,3344.96,17279.25,0.0,0.0,0.0,0.0,0.0,55954,CC-MATH-139,F-DAR-1089,,Internal Allocation,Allocated,"GPU_Hours=5776,CPU_Hours=3722,Storage_TB=18.17,Department=Mathematics"
Grant_Usage,Research Grant,G-0182 (Private),FY2026,Jan,1,4728.21,13438.35,0.0,0.0,0.0,0.0,0.0,53252,CC-PHYS-135,F-Pri-6241,,Internal Allocation,Allocated,"GPU_Hours=4407,CPU_Hours=8762,Storage_TB=19.52,Department=Physics"
Grant_Usage,Research Grant,G-0182 (Private),FY2026,Nov,11,4728.21,7056.9,0.0,0.0,0.0,0.0,0.0,50728,CC-PHYS-102,F-Pri-1394,,Internal Allocation,Allocated,"GPU_Hours=2454,CPU_Hours=5106,Storage_TB=1.4,Department=Physics"
Grant_Usage,Research Grant,G-0183 (NIH),FY2026,Aug,8,16111.22,19093.05,0.0,0.0,0.0,0.0,0.0,52192,CC-PHYS-148,F-NIH-5837,,Internal Allocation,Allocated,"GPU_Hours=6651,CPU_Hours=9613,Storage_TB=3.06,Department=Physics"
Grant_Usage,Research Grant,G-0184 (Private),FY2026,May,5,2342.23,15929.25,0.0,0.0,0.0,0.0,0.0,52905,CC-MATH-120,F-Pri-6654,,Internal Allocation,Allocated,"GPU_Hours=5200,CPU_Hours=5941,Storage_TB=24.65,Department=Mathematics"
Grant_Usage,Research Grant,G-0185 (DOE),FY2026,Mar,3,77407.16,13547.1,0.0,0.0,0.0,0.0,0.0,50303,CC-ENGI-157,F-DOE-5253,,Internal Allocation,Allocated,"GPU_Hours=4631,CPU_Hours=1415,Storage_TB=7.75,Department=Engineering"
Grant_Usage,Research Grant,G-0185 (DOE),FY2026,Dec,12,77407.16,23560.2,0.0,0.0,0.0,0.0,0.0,54706,CC-ENGI-155,F-DOE-2580,,Internal Allocation,Allocated,"GPU_Hours=7890,CPU_Hours=11231,Storage_TB=23.86,Department=Engineering"
Grant_Usage,Research Grant,G-0186 (DARPA),FY2026,Oct,10,73455.54,10070.85,0.0,0.0,0.0,0.0,0.0,58226,CC-PHYS-115,F-DAR-4947,,Internal Allocation,Allocated,"GPU_Hours=3392,CPU_Hours=14727,Storage_TB=8.97,Department=Physics"
Grant_Usage,Research Grant,G-0187 (AFOSR),FY2026,Jul,7,5035.08,18290.7,0.0,0.0,0.0,0.0,0.0,52187,CC-EART-141,F-AFO-7350,,Internal Allocation,Allocated,"GPU_Hours=6159,CPU_Hours=935,Storage_TB=16.39,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0188 (NASA),FY2026,May,5,20894.3,7780.5,0.0,0.0,0.0,0.0,0.0,55030,CC-PHYS-103,F-NAS-1318,,Internal Allocation,Allocated,"GPU_Hours=2574,CPU_Hours=10195,Storage_TB=9.88,Department=Physics"
Grant_Usage,Research Grant,G-0189 (NSF),FY2026,Feb,2,10576.4,18754.05,0.0,0.0,0.0,0.0,0.0,58744,CC-MEDI-131,F-NSF-2897,,Internal Allocation,Allocated,"GPU_Hours=6512,CPU_Hours=2277,Storage_TB=4.33,Department=Medical Research"
Grant_Usage,Research Grant,G-0189 (NSF),FY2026,Dec,12,10576.4,21526.35,0.0,0.0,0.0,0.0,0.0,51750,CC-MEDI-118,F-NSF-6945,,Internal Allocation,Allocated,"GPU_Hours=7357,CPU_Hours=2200,Storage_TB=12.42,Department=Medical Research"
Grant_Usage,Research Grant,G-0190 (NIH),FY2026,Sep,9,3282.4,22244.7,0.0,0.0,0.0,0.0,0.0,51558,CC-EART-154,F-NIH-4056,,Internal Allocation,Allocated,"GPU_Hours=7526,CPU_Hours=9220,Storage_TB=17.68,Department=Earth Sciences"
Grant_Usage,Research Grant,G-0191 (DOE),FY2026,Jul,7,5157.65,2577.45,0.0,0.0,0.0,0.0,0.0,50929,CC-MATH-113,F-DOE-5986,,Internal Allocation,Allocated,"GPU_Hours=566,CPU_Hours=8099,Storage_TB=21.43,Department=Mathematics"
Grant_Usage,Research Grant,G-0192 (DOE),FY2026,Apr,4,4530.81,9262.65,0.0,0.0,0.0,0.0,0.0,57605,CC-MATH-152,F-DOE-4397,,Internal Allocation,Allocated,"GPU_Hours=3188,CPU_Hours=12797,Storage_TB=3.93,Department=Mathematics"
Grant_Usage,Research Grant,G-0193 (DOE),FY2026,Feb,2,25890.99,11180.7,0.0,0.0,0.0,0.0,0.0,56938,CC-PHYS-134,F-DOE-9067,,Internal Allocation,Allocated,"GPU_Hours=3669,CPU_Hours=580,Storage_TB=16.09,Department=Physics"
Grant_Usage,Research Grant,G-0193 (DOE),FY2026,Nov,11,25890.99,21347.25,0.0,0.0,0.0,0.0,0.0,59712,CC-PHYS-174,F-DOE-3812,,Internal Allocation,Allocated,"GPU_Hours=7138,CPU_Hours=1889,Storage_TB=22.31,Department=Physics"
Grant_Usage,Research Grant,G-0194 (NASA),FY2026,Sep,9,5625.33,10709.4,0.0,0.0,0.0,0.0,0.0,52162,CC-BIOL-149,F-NAS-9970,,Internal Allocation,Allocated,"GPU_Hours=3488,CPU_Hours=11852,Storage_TB=17.08,Department=Biology"
Grant_Usage,Research Grant,G-0195 (NASA),FY2026,Jun,6,13482.06,3988.65,0.0,0.0,0.0,0.0,0.0,53076,CC-MATH-197,F-NAS-2490,,Internal Allocation,Allocated,"GPU_Hours=1166,CPU_Hours=2229,Storage_TB=14.79,Department=Mathematics"
Grant_Usage,Research Grant,G-0196 (NASA),FY2026,Apr,4,2472.0,1742.85,0.0,0.0,0.0,0.0,0.0,57992,CC-CHEM-164,F-NAS-5600,,Internal Allocation,Allocated,"GPU_Hours=588,CPU_Hours=9980,Storage_TB=1.49,Department=Chemistry"
Grant_Usage,Research Grant,G-0197 (NSF),FY2026,Jan,1,2955.23,10203.0,0.0,0.0,0.0,0.0,0.0,55849,CC-CHEM-144,F-NSF-1829,,Internal Allocation,Allocated,"GPU_Hours=3472,CPU_Hours=3806,Storage_TB=6.84,Department=Chemistry"
Grant_Usage,Research Grant,G-0197 (NSF),FY2026,Nov,11,2955.23,20418.9,0.0,0.0,0.0,0.0,0.0,57193,CC-CHEM-193,F-NSF-8601,,Internal Allocation,Allocated,"GPU_Hours=7024,CPU_Hours=6814,Storage_TB=8.9,Department=Chemistry"
Grant_Usage,Research Grant,G-0198 (DARPA),FY2026,Aug,8,60852.56,19867.05,0.0,0.0,0.0,0.0,0.0,58320,CC-PHYS-192,F-DAR-8983,,Internal Allocation,Allocated,"GPU_Hours=6579,CPU_Hours=3027,Storage_TB=24.82,Department=Physics"
Grant_Usage,Research Grant,G-0199 (NASA),FY2026,Jun,6,1792.56,20184.6,0.0,0.0,0.0,0.0,0.0,58561,CC-MATH-153,F-NAS-3109,,Internal Allocation,Allocated,"GPU_Hours=6938,CPU_Hours=11468,Storage_TB=9.14,Department=Mathematics"
Grant_Usage,Research Grant,G-0200 (DARPA),FY2026,Mar,3,13246.31,2629.8,0.0,0.0,0.0,0.0,0.0,54640,CC-CHEM-151,F-DAR-6250,,Internal Allocation,Allocated,"GPU_Hours=621,CPU_Hours=10278,Storage_TB=19.11,Department=Chemistry"
