Month,Month_Num,Fiscal_Quarter,Department,Partition,Job_Size_Category,Jobs_Submitted,Jobs_Completed,Jobs_Failed,Jobs_Cancelled,Jobs_Timeout,Jobs_OOM,Jobs_Preempted,Total_GPU_Hours,Total_CPU_Hours,Total_Memory_GB_Hours,Total_Storage_Read_TB,Total_Storage_Write_TB,Avg_Wait_Minutes,Median_Wait_Minutes,P95_Wait_Minutes,P99_Wait_Minutes,Avg_Runtime_Hours,Median_Runtime_Hours,Avg_GPU_Utilization_PCT,Avg_Memory_Utilization_PCT,Avg_IB_BW_GBps,Total_Energy_kWh,Cost_Allocation_USD,Walltime_Accuracy_PCT,SLA_Met_PCT
Nov,11,Q4,Physics,debug,2-GPU,310,279,13,11,5,2,0,25967.5,78928.8,18965491.0,11853.41,3896.57,15.4,10.8,38.4,61.5,11.6,7.0,55.8,53.6,30.4,142821.0,74007.32,45.4,92.9
Nov,11,Q4,Physics,large,33-64_GPU,141,137,3,2,2,0,0,52591.9,180279.5,15284320.0,16322.66,13317.96,37.9,26.5,94.6,151.4,41.1,24.7,67.7,36.2,28.0,289256.0,149886.96,85.1,98.8
Nov,11,Q4,Physics,priority,1-GPU,255,246,22,9,6,0,0,8599.1,29533.3,2057279.0,1306.84,1165.36,6.5,4.5,16.2,25.9,62.6,37.5,51.2,77.2,173.8,47295.0,24507.46,82.4,93.7
Nov,11,Q4,Physics,priority,65-128_GPU,178,157,12,7,1,0,0,191389.2,452558.5,113665722.0,93921.92,32020.99,56.1,39.2,140.1,224.2,10.1,6.0,83.8,80.1,116.5,1052640.0,545459.13,68.6,97.2
Nov,11,Q4,Physics,preemptible,65-128_GPU,73,70,5,2,1,0,3,19289.1,72803.1,13421024.0,1801.24,2849.75,97.5,68.3,243.8,390.1,13.0,7.8,41.6,71.4,144.2,106090.0,54973.9,87.1,88.5
Nov,11,Q4,Biology,preemptible,9-16_GPU,345,316,12,6,4,2,22,126904.4,449480.5,118128152.0,25069.0,36023.58,70.7,49.5,176.6,282.6,71.2,42.7,90.7,49.6,156.9,697974.0,361677.61,46.2,94.1
Nov,11,Q4,Biology,preemptible,129-256_GPU,169,144,8,3,0,0,5,809926.8,2769262.3,749789012.0,389779.76,181675.15,83.1,58.2,207.8,332.4,44.8,26.9,48.5,80.3,176.1,4454598.0,2308291.48,63.7,94.3
Nov,11,Q4,Chemistry,interactive,2-GPU,317,294,8,13,3,1,0,20137.5,44964.3,14394953.0,5693.75,5967.53,18.9,13.2,47.3,75.6,5.0,3.0,38.1,76.1,109.9,110756.0,57391.96,88.5,96.3
Nov,11,Q4,Chemistry,interactive,3-4_GPU,399,369,33,4,1,1,0,8707.3,15222.6,5716744.0,3493.43,2253.44,79.0,55.3,197.6,316.1,11.9,7.1,38.8,55.5,157.2,47890.0,24815.75,43.9,88.3
Nov,11,Q4,Chemistry,large,3-4_GPU,116,112,8,2,2,0,0,15003.6,33527.4,3031571.0,6154.71,3834.36,89.9,62.9,224.7,359.5,48.7,29.2,79.9,38.6,28.8,82520.0,42760.14,49.3,94.0
Nov,11,Q4,Chemistry,large,5-8_GPU,352,336,20,9,9,0,0,56375.8,143476.4,26082598.0,19178.05,2020.36,45.2,31.7,113.1,181.0,27.7,16.6,69.8,52.0,122.1,310067.0,160671.14,69.2,90.3
Nov,11,Q4,Chemistry,priority,3-4_GPU,239,230,12,6,3,1,0,2941.4,10278.1,1923170.0,389.68,740.12,62.2,43.5,155.5,248.8,6.5,3.9,84.6,53.6,98.1,16177.0,8382.86,94.6,97.5
Nov,11,Q4,Chemistry,priority,5-8_GPU,174,149,4,2,3,2,0,38708.6,138701.1,15908985.0,12772.55,5425.23,20.5,14.4,51.4,82.2,58.3,35.0,93.4,45.6,124.6,212897.0,110319.53,47.0,88.7
Nov,11,Q4,Computer Science,gpu,1-GPU,217,202,12,9,4,0,0,10023.0,39063.7,8938936.0,1448.06,1921.63,44.3,31.0,110.8,177.2,54.4,32.6,81.5,78.9,166.9,55126.0,28565.43,90.9,95.9
Nov,11,Q4,Computer Science,gpu,5-8_GPU,387,357,8,7,1,3,0,43111.5,162006.5,36767921.0,12829.3,4370.93,32.2,22.6,80.6,128.9,57.5,34.5,78.6,62.2,17.2,237113.0,122867.86,45.9,89.2
Nov,11,Q4,Computer Science,interactive,3-4_GPU,43,39,1,1,0,0,0,1798.5,6994.0,1280921.0,613.2,65.48,12.5,8.7,31.2,49.9,60.5,36.3,78.5,54.0,97.8,9892.0,5125.79,80.9,93.2
Nov,11,Q4,Computer Science,large,17-32_GPU,428,409,31,10,12,0,0,148398.7,351702.4,67573257.0,71885.77,17613.08,25.6,17.9,64.0,102.5,45.4,27.2,72.2,39.4,125.8,816193.0,422936.39,75.7,95.4
Nov,11,Q4,Computer Science,priority,5-8_GPU,45,43,3,0,0,0,0,6151.1,22631.2,3627614.0,2260.07,304.38,76.9,53.8,192.2,307.6,25.1,15.1,41.6,62.7,75.1,33831.0,17530.77,65.3,91.7
Nov,11,Q4,Computer Science,priority,65-128_GPU,253,227,11,6,5,2,0,727510.5,2222800.1,446770003.0,95582.76,39510.88,71.0,49.7,177.4,283.9,10.2,6.1,59.6,28.5,32.9,4001308.0,2073404.92,85.0,93.2
Nov,11,Q4,Computer Science,preemptible,5-8_GPU,202,173,4,2,3,2,13,20177.3,32813.3,7453952.0,6027.99,4903.97,12.4,8.7,31.0,49.6,51.0,30.6,78.1,44.1,113.1,110975.0,57505.39,80.2,97.8
Nov,11,Q4,Computer Science,preemptible,17-32_GPU,163,146,6,7,0,1,12,15062.7,42143.8,10308648.0,4809.99,3315.49,30.4,21.3,76.1,121.7,23.1,13.9,87.0,74.2,68.7,82845.0,42928.6,86.1,90.5
Nov,11,Q4,Earth Sciences,gpu,65-128_GPU,135,131,5,1,2,2,0,177196.1,348078.5,132128730.0,66269.16,32690.15,105.7,74.0,264.2,422.7,34.9,21.0,79.8,45.7,73.2,974579.0,505008.99,82.9,97.6
Nov,11,Q4,Earth Sciences,interactive,2-GPU,173,149,9,6,2,1,0,7999.5,17130.7,6277950.0,2070.49,268.19,67.2,47.0,167.9,268.7,31.8,19.1,76.5,36.7,130.3,43997.0,22798.56,56.9,94.4
Nov,11,Q4,Earth Sciences,priority,2-GPU,327,288,16,7,6,0,0,23584.9,78549.9,5275825.0,463.8,6833.65,36.8,25.8,92.0,147.2,27.0,16.2,49.8,68.9,130.9,129717.0,67217.1,86.0,92.7
Nov,11,Q4,Mathematics,gpu,17-32_GPU,319,298,6,13,0,3,0,79456.1,212105.9,44699544.0,8910.83,18076.16,19.6,13.7,48.9,78.2,66.3,39.8,94.9,67.2,146.3,437009.0,226449.88,90.2,93.3
Nov,11,Q4,Mathematics,large,2-GPU,307,297,24,7,3,1,0,17794.9,63554.6,10537585.0,8200.81,181.78,53.9,37.7,134.7,215.6,46.7,28.0,80.6,46.1,146.8,97872.0,50715.59,63.9,96.7
Nov,11,Q4,Mathematics,priority,65-128_GPU,183,165,16,2,3,0,0,530080.2,1816458.3,310068974.0,194649.23,12769.88,8.5,6.0,21.3,34.1,13.9,8.4,47.3,72.5,33.6,2915441.0,1510728.71,76.7,95.7
Nov,11,Q4,Mathematics,priority,129-256_GPU,64,60,6,2,1,0,0,42600.3,107955.4,18684633.0,18793.74,6593.89,106.5,74.6,266.3,426.1,44.9,27.0,86.8,25.9,93.6,234302.0,121410.98,57.3,91.4
Nov,11,Q4,Mathematics,preemptible,9-16_GPU,195,183,19,3,5,1,14,43312.8,125188.1,23629223.0,15592.83,7343.03,73.0,51.1,182.5,292.0,20.3,12.2,80.0,67.1,172.8,238220.0,123441.43,55.9,99.2
Nov,11,Q4,Engineering,gpu,2-GPU,427,382,42,16,11,2,0,40151.4,154938.6,36814298.0,2574.7,11991.94,18.2,12.7,45.4,72.7,15.4,9.2,41.4,51.2,148.5,220833.0,114431.42,86.8,98.4
Nov,11,Q4,Engineering,gpu,17-32_GPU,373,361,12,6,0,1,0,224877.5,621134.3,85826046.0,97079.4,34858.04,77.4,54.1,193.4,309.4,32.3,19.4,47.4,76.1,18.3,1236826.0,640900.94,55.6,99.3
Nov,11,Q4,Engineering,large,3-4_GPU,100,93,8,4,2,0,0,8718.4,13211.3,4545055.0,970.93,125.07,66.1,46.3,165.3,264.5,35.8,21.5,65.3,83.5,136.6,47951.0,24847.31,70.1,91.6
Nov,11,Q4,Engineering,preemptible,2-GPU,364,336,16,10,7,0,23,19808.7,47173.1,10868057.0,9663.03,3203.43,73.7,51.6,184.2,294.8,34.0,20.4,38.4,55.7,97.6,108948.0,56454.82,76.7,90.0
Nov,11,Q4,Medical Research,debug,2-GPU,88,77,2,4,1,0,0,6686.1,10572.5,1972874.0,2771.43,924.41,15.1,10.5,37.6,60.2,60.2,36.1,53.1,74.6,154.4,36774.0,19055.42,79.3,93.1
Nov,11,Q4,Medical Research,preemptible,17-32_GPU,36,35,2,1,0,0,0,24540.2,45722.1,14013712.0,10429.78,6555.32,23.9,16.8,59.9,95.8,61.0,36.6,65.3,81.4,103.7,134971.0,69939.64,81.8,93.3
Dec,12,Q4,Physics,gpu,5-8_GPU,70,60,6,2,2,0,0,1210.2,4244.6,758948.0,428.23,43.32,65.2,45.6,163.0,260.7,53.8,32.3,47.6,42.3,170.4,6656.0,3449.08,40.1,99.9
Dec,12,Q4,Physics,interactive,1-GPU,164,156,6,6,3,0,0,3901.1,12188.8,1309424.0,895.0,412.84,45.5,31.8,113.7,181.9,2.5,1.5,51.4,43.6,49.5,21456.0,11118.05,46.1,89.1
Dec,12,Q4,Physics,priority,3-4_GPU,228,217,5,4,1,4,0,31222.3,52044.6,11641503.0,5989.66,2901.32,88.9,62.2,222.1,355.4,19.6,11.7,94.2,62.0,68.0,171722.0,88983.47,89.9,96.5
Dec,12,Q4,Biology,interactive,2-GPU,154,139,10,5,0,1,0,4180.6,16313.4,972600.0,243.18,794.66,4.9,3.5,12.3,19.7,63.5,38.1,51.5,33.5,13.7,22994.0,11914.85,84.2,95.6
Dec,12,Q4,Biology,large,129-256_GPU,146,133,4,2,0,0,0,773627.9,1331178.8,465547923.0,53020.92,195412.79,49.5,34.7,123.8,198.0,20.9,12.6,52.2,82.5,104.3,4254954.0,2204839.63,74.8,95.5
Dec,12,Q4,Biology,priority,5-8_GPU,395,371,9,4,9,6,0,66445.0,201632.2,21643325.0,20762.59,6889.51,85.4,59.8,213.6,341.8,35.6,21.4,46.8,81.3,168.4,365447.0,189368.14,77.1,99.9
Dec,12,Q4,Biology,priority,65-128_GPU,380,333,27,18,7,0,0,53125.3,87729.8,16312498.0,3380.07,6810.12,12.7,8.9,31.7,50.7,21.9,13.2,51.7,82.8,34.7,292189.0,151407.21,76.6,90.0
Dec,12,Q4,Chemistry,gpu,129-256_GPU,54,47,4,1,0,0,0,97170.4,296160.5,78576088.0,32536.67,3857.39,19.8,13.9,49.6,79.4,71.2,42.7,83.1,78.9,16.6,534437.0,276935.66,45.4,88.7
Dec,12,Q4,Chemistry,priority,17-32_GPU,307,294,7,3,7,2,0,66736.4,221908.9,49945926.0,13885.68,8967.73,64.4,45.1,161.0,257.7,36.6,22.0,36.4,56.8,11.2,367050.0,190198.76,59.3,89.6
Dec,12,Q4,Chemistry,priority,33-64_GPU,258,227,16,5,2,2,0,135990.2,465519.5,104749372.0,6027.04,17187.34,32.8,23.0,82.0,131.2,11.6,7.0,77.9,44.7,137.6,747946.0,387571.99,58.8,97.1
Dec,12,Q4,Chemistry,preemptible,1-GPU,97,82,4,4,0,0,2,2257.8,4276.6,936144.0,456.33,578.62,61.1,42.8,152.7,244.4,62.7,37.6,54.8,67.2,48.0,12418.0,6434.77,50.0,97.7
Dec,12,Q4,Chemistry,preemptible,5-8_GPU,23,22,2,0,0,0,1,2970.6,11477.3,2782950.0,1206.76,349.03,94.5,66.1,236.2,377.9,69.4,41.6,51.8,34.0,171.4,16338.0,8466.23,44.7,97.2
Dec,12,Q4,Computer Science,gpu,129-256_GPU,62,53,4,0,0,0,0,274963.5,636676.8,187206179.0,97268.59,37513.4,12.1,8.4,30.1,48.2,11.8,7.1,92.5,41.1,178.6,1512299.0,783645.85,72.2,98.3
Dec,12,Q4,Computer Science,interactive,3-4_GPU,362,324,27,17,8,1,0,21231.6,69823.9,21087563.0,6555.4,810.37,72.1,50.5,180.2,288.4,30.8,18.5,55.2,68.4,157.2,116774.0,60509.94,69.1,89.7
Dec,12,Q4,Computer Science,large,3-4_GPU,412,353,36,12,6,4,0,34441.7,62899.6,13800750.0,6770.38,6968.37,51.2,35.9,128.1,205.0,54.0,32.4,58.7,81.3,163.6,189430.0,98158.98,49.7,90.4
Dec,12,Q4,Computer Science,large,17-32_GPU,382,349,29,12,7,5,0,63260.9,239671.3,22719102.0,11244.75,16500.56,25.1,17.6,62.8,100.4,52.2,31.3,85.2,65.9,58.4,347935.0,180293.58,51.3,88.6
Dec,12,Q4,Computer Science,large,65-128_GPU,241,210,8,8,5,0,0,689711.7,2632337.6,302565896.0,178291.83,160394.89,64.2,44.9,160.5,256.8,1.7,1.0,55.7,54.8,91.8,3793414.0,1965678.4,91.0,98.1
Dec,12,Q4,Computer Science,preemptible,17-32_GPU,218,197,18,9,5,1,15,70265.0,258191.8,30831415.0,30933.21,18117.97,39.0,27.3,97.4,155.9,34.7,20.8,62.3,72.9,135.1,386458.0,200255.31,42.5,88.3
Dec,12,Q4,Earth Sciences,preemptible,1-GPU,372,334,35,10,7,6,25,1741.8,4810.5,1143183.0,703.26,136.05,27.3,19.1,68.3,109.4,51.2,30.7,71.1,27.0,63.4,9580.0,4964.25,59.0,98.5
Dec,12,Q4,Mathematics,interactive,3-4_GPU,398,376,29,11,9,6,0,50289.5,186616.7,36986206.0,887.75,7160.46,61.5,43.1,153.8,246.1,25.3,15.2,61.2,78.6,94.3,276592.0,143325.15,60.6,91.8
Dec,12,Q4,Mathematics,large,33-64_GPU,107,98,2,1,2,0,0,44883.2,81663.0,42874295.0,12959.09,506.03,49.4,34.6,123.6,197.7,32.7,19.6,93.7,44.0,69.6,246858.0,127917.2,90.1,98.5
Dec,12,Q4,Engineering,gpu,65-128_GPU,13,11,0,0,0,0,0,34181.7,84579.4,26607264.0,10077.13,8295.42,76.0,53.2,190.1,304.1,53.1,31.9,51.3,34.7,80.7,188000.0,97417.93,74.4,89.2
Dec,12,Q4,Engineering,priority,2-GPU,393,353,9,9,0,7,0,10465.4,19937.5,7828232.0,2731.97,399.84,21.1,14.8,52.8,84.5,68.8,41.3,51.0,71.2,162.8,57560.0,29826.42,85.1,96.0
Dec,12,Q4,Engineering,preemptible,5-8_GPU,131,121,8,4,1,2,6,20852.1,48615.9,7989635.0,273.9,3611.61,13.1,9.2,32.8,52.5,35.6,21.3,79.8,31.6,86.6,114686.0,59428.42,93.5,93.9
Dec,12,Q4,Medical Research,large,2-GPU,296,254,23,8,7,2,0,18038.7,58035.9,17614541.0,3465.25,2409.53,50.0,35.0,124.9,199.8,20.2,12.1,74.4,44.1,114.8,99213.0,51410.26,40.7,90.9
Dec,12,Q4,Medical Research,priority,17-32_GPU,386,334,32,10,8,6,0,193586.5,456563.4,165272545.0,95011.54,15774.12,34.2,24.0,85.5,136.9,5.5,3.3,39.4,56.4,173.6,1064726.0,551721.49,51.1,94.5
Dec,12,Q4,Medical Research,preemptible,5-8_GPU,152,140,4,4,4,2,5,9085.2,19648.9,3781445.0,4510.0,634.95,60.6,42.4,151.6,242.6,42.7,25.6,85.5,42.7,164.2,49969.0,25892.88,46.5,91.8
Dec,12,Q4,Medical Research,preemptible,33-64_GPU,84,71,2,3,1,0,5,62989.4,168934.9,13049187.0,30536.43,10728.96,8.0,5.6,20.0,32.0,38.8,23.3,57.1,61.4,31.0,346442.0,179519.74,66.2,96.3
